<<<<<<< HEAD
16:29:14 20181228-0990期方案7已投注，倍数19，模拟
16:30:13 回头，下次盈利回头48.50001
16:30:15 20181228-0991期方案2已投注，倍数19，模拟
16:30:15 20181228-0991期方案8已投注，倍数19，模拟
16:30:15 20181228-0991期方案10已投注，倍数19，模拟
16:31:12 20181228-0992期方案2已投注，倍数86，模拟
16:31:12 20181228-0992期方案10已投注，倍数86，模拟
16:32:13 20181228-0993期方案2已投注，倍数324，模拟
16:32:13 20181228-0993期方案10已投注，倍数324，模拟
16:33:07 回头，下次盈利回头55.11802
16:33:09 20181228-0994期方案3已投注，倍数19，模拟
16:33:09 20181228-0994期方案6已投注，倍数19，模拟
16:34:08 回头，下次盈利回头57.17002
16:34:10 20181228-0995期没有可投注的方案
16:35:16 20181228-0996期没有可投注的方案
16:36:13 20181228-0997期方案5已投注，倍数19，模拟
16:37:12 回头，下次盈利回头58.19602
16:37:14 20181228-0998期方案6已投注，倍数19，模拟
16:38:10 20181228-0999期方案1已投注，倍数19，模拟
16:38:10 20181228-0999期方案5已投注，倍数19，模拟
16:38:10 20181228-0999期方案6已投注，倍数86，模拟
16:39:09 回头，下次盈利回头62.23202
16:39:11 20181228-1000期没有可投注的方案
16:40:18 20181228-1001期方案5已投注，倍数19，模拟
16:41:14 20181228-1002期方案5已投注，倍数86，模拟
16:42:08 回头，下次盈利回头64.21602
16:42:10 20181228-1003期方案3已投注，倍数19，模拟
16:43:10 回头，下次盈利回头65.24202
16:43:12 20181228-1004期没有可投注的方案
16:44:14 20181228-1005期方案3已投注，倍数19，模拟
16:44:14 20181228-1005期方案5已投注，倍数19，模拟
16:45:11 20181228-1006期方案3已投注，倍数86，模拟
16:45:11 20181228-1006期方案5已投注，倍数86，模拟
16:46:12 20181228-1007期方案3已投注，倍数324，模拟
16:46:12 20181228-1007期方案10已投注，倍数19，模拟
16:47:18 模拟爆掉，转为实战
16:47:20 20181228-1008期没有可投注的方案
16:48:16 20181228-1009期方案3已投注，倍数30，
16:49:11 回头，下次盈利回头1.63
16:49:13 20181228-1010期方案8已投注，倍数30，
16:50:12 回头，下次盈利回头3.25
16:50:14 20181228-1011期方案6已投注，倍数30，
16:51:29 回头，下次盈利回头4.87
16:51:31 20181228-1012期方案3已投注，倍数30，
16:52:10 回头，下次盈利回头6.49
16:52:12 20181228-1013期方案9已投注，倍数30，
16:53:11 回头，下次盈利回头8.110001
16:53:13 20181228-1014期方案8已投注，倍数30，
16:53:13 20181228-1014期方案10已投注，倍数30，
16:54:16 20181228-1015期方案5已投注，倍数30，
16:54:16 20181228-1015期方案8已投注，倍数136，
16:55:12 20181228-1016期方案5已投注，倍数136，
16:55:12 20181228-1016期方案8已投注，倍数512，
16:56:08 20181228-1017期方案5已投注，倍数512，
16:56:08 20181228-1017期方案8已投注，倍数1845，
16:57:11 当前盈利18.838，触发盈利转换
16:57:13 20181228-1018期方案1已投注，倍数19，模拟
16:57:13 20181228-1018期方案6已投注，倍数19，模拟
16:58:19 20181228-1019期方案1已投注，倍数86，模拟
16:58:19 20181228-1019期方案2已投注，倍数19，模拟
16:59:13 20181228-1020期方案1已投注，倍数324，模拟
16:59:13 20181228-1020期方案5已投注，倍数19，模拟
17:00:11 回头，下次盈利回头2.198002
17:00:13 20181228-1021期方案5已投注，倍数19，模拟
17:01:15 20181228-1022期方案5已投注，倍数86，模拟
17:02:15 回头，下次盈利回头4.182002
17:02:17 20181228-1023期方案8已投注，倍数19，模拟
17:02:17 20181228-1023期方案9已投注，倍数19，模拟
17:03:13 20181228-1024期方案7已投注，倍数19，模拟
17:03:13 20181228-1024期方案8已投注，倍数86，模拟
17:03:13 20181228-1024期方案9已投注，倍数86，模拟
17:04:12 回头，下次盈利回头5.490002
17:04:14 20181228-1025期方案1已投注，倍数19，模拟
17:04:14 20181228-1025期方案4已投注，倍数19，模拟
17:04:14 20181228-1025期方案7已投注，倍数19，模拟
17:05:12 20181228-1026期方案1已投注，倍数86，模拟
17:05:12 20181228-1026期方案2已投注，倍数19，模拟
17:06:12 回头，下次盈利回头6.866002
17:06:14 20181228-1027期方案2已投注，倍数19，模拟
17:06:14 20181228-1027期方案5已投注，倍数19，模拟
17:07:15 20181228-1028期方案2已投注，倍数86，模拟
17:07:15 20181228-1028期方案6已投注，倍数19，模拟
17:07:15 20181228-1028期方案9已投注，倍数19，模拟
17:08:11 20181228-1029期方案2已投注，倍数324，模拟
17:08:11 20181228-1029期方案6已投注，倍数86，模拟
17:08:11 20181228-1029期方案9已投注，倍数86，模拟
17:09:10 回头，下次盈利回头14.656
17:09:12 20181228-1030期没有可投注的方案
17:10:09 20181228-1031期没有可投注的方案
17:11:25 20181228-1032期没有可投注的方案
17:12:12 20181228-1033期方案5已投注，倍数19，模拟
17:13:13 20181228-1034期方案2已投注，倍数19，模拟
17:13:13 20181228-1034期方案5已投注，倍数86，模拟
17:14:12 回头，下次盈利回头17.666
17:14:14 20181228-1035期方案7已投注，倍数19，模拟
17:15:09 回头，下次盈利回头18.692
17:15:11 20181228-1036期方案8已投注，倍数19，模拟
17:16:10 回头，下次盈利回头19.718
17:16:12 20181228-1037期方案5已投注，倍数19，模拟
17:17:13 20181228-1038期方案5已投注，倍数86，模拟
17:18:13 回头，下次盈利回头21.70201
17:18:15 20181228-1039期方案5已投注，倍数19，模拟
17:18:15 20181228-1039期方案7已投注，倍数19，模拟
17:19:11 20181228-1040期方案5已投注，倍数86，模拟
17:20:11 回头，下次盈利回头24.712
17:20:13 20181228-1041期方案2已投注，倍数19，模拟
17:20:13 20181228-1041期方案9已投注，倍数19，模拟
17:21:12 回头，下次盈利回头26.764
17:21:14 20181228-1042期没有可投注的方案
17:22:11 20181228-1043期方案1已投注，倍数19，模拟
17:22:11 20181228-1043期方案3已投注，倍数19，模拟
17:23:17 20181228-1044期方案3已投注，倍数86，模拟
17:23:17 20181228-1044期方案9已投注，倍数19，模拟
17:24:06 回头，下次盈利回头30.8
17:24:08 20181228-1045期没有可投注的方案
17:25:15 20181228-1046期没有可投注的方案
17:26:11 20181228-1047期方案1已投注，倍数19，模拟
17:26:11 20181228-1047期方案2已投注，倍数19，模拟
17:27:12 20181228-1048期方案1已投注，倍数86，模拟
17:27:12 20181228-1048期方案2已投注，倍数86，模拟
17:27:12 20181228-1048期方案5已投注，倍数19，模拟
17:28:12 回头，下次盈利回头32.108
17:28:14 20181228-1049期方案3已投注，倍数19，模拟
17:28:14 20181228-1049期方案5已投注，倍数19，模拟
17:29:11 20181228-1050期方案3已投注，倍数86，模拟
17:30:12 20181228-1051期方案3已投注，倍数324，模拟
17:31:16 回头，下次盈利回头35.93
17:31:18 20181228-1052期没有可投注的方案
17:32:14 20181228-1053期没有可投注的方案
17:33:16 20181228-1054期方案4已投注，倍数19，模拟
17:34:10 回头，下次盈利回头36.95601
17:34:12 20181228-1055期没有可投注的方案
17:35:18 20181228-1056期方案5已投注，倍数19，模拟
17:35:18 20181228-1056期方案9已投注，倍数19，模拟
17:36:08 回头，下次盈利回头39.00801
17:36:10 20181228-1057期方案4已投注，倍数19，模拟
17:37:14 回头，下次盈利回头40.03401
17:37:16 20181228-1058期方案8已投注，倍数19，模拟
17:38:16 回头，下次盈利回头41.06001
17:38:18 20181228-1059期方案1已投注，倍数19，模拟
17:38:18 20181228-1059期方案6已投注，倍数19，模拟
17:39:09 20181228-1060期方案1已投注，倍数86，模拟
17:39:09 20181228-1060期方案6已投注，倍数86，模拟
17:40:10 回头，下次盈利回头45.02801
17:40:12 20181228-1061期没有可投注的方案
17:41:23 20181228-1062期方案1已投注，倍数19，模拟
17:42:12 回头，下次盈利回头46.05401
17:42:14 20181228-1063期没有可投注的方案
17:43:10 20181228-1064期方案2已投注，倍数19，模拟
17:43:10 20181228-1064期方案5已投注，倍数19，模拟
17:44:15 回头，下次盈利回头48.10601
17:44:17 20181228-1065期没有可投注的方案
17:45:08 20181228-1066期方案7已投注，倍数19，模拟
17:46:14 20181228-1067期方案4已投注，倍数19，模拟
17:46:14 20181228-1067期方案7已投注，倍数86，模拟
17:47:08 回头，下次盈利回头51.11602
17:47:10 20181228-1068期方案8已投注，倍数19，模拟
17:48:09 回头，下次盈利回头52.14202
17:48:11 20181228-1069期方案1已投注，倍数19，模拟
17:48:11 20181228-1069期方案5已投注，倍数19，模拟
17:49:13 20181228-1070期方案1已投注，倍数86，模拟
17:50:07 回头，下次盈利回头55.15202
17:50:09 20181228-1071期方案3已投注，倍数19，模拟
17:51:21 20181228-1072期方案2已投注，倍数19，模拟
17:51:21 20181228-1072期方案3已投注，倍数86，模拟
17:51:21 20181228-1072期方案7已投注，倍数19，模拟
17:52:15 回头，下次盈利回头59.18802
17:52:17 20181228-1073期没有可投注的方案
17:53:13 20181228-1074期没有可投注的方案
17:54:09 20181228-1075期没有可投注的方案
17:55:11 20181228-1076期没有可投注的方案
17:56:17 20181228-1077期方案6已投注，倍数19，模拟
17:57:13 20181228-1078期方案6已投注，倍数86，模拟
17:58:13 回头，下次盈利回头61.17202
17:58:15 20181228-1079期方案10已投注，倍数19，模拟
17:59:09 回头，下次盈利回头62.19802
17:59:11 20181228-1080期没有可投注的方案
18:00:14 20181228-1081期没有可投注的方案
18:01:21 20181228-1082期方案8已投注，倍数19，模拟
18:02:13 20181228-1083期方案6已投注，倍数19，模拟
18:02:13 20181228-1083期方案8已投注，倍数86，模拟
18:03:15 20181228-1084期方案6已投注，倍数86，模拟
18:04:11 20181228-1085期方案1已投注，倍数19，模拟
18:04:11 20181228-1085期方案6已投注，倍数324，模拟
18:04:11 20181228-1085期方案7已投注，倍数19，模拟
18:05:10 回头，下次盈利回头69.03003
18:05:12 20181228-1086期没有可投注的方案
18:06:19 20181228-1087期方案2已投注，倍数19，模拟
18:06:19 20181228-1087期方案10已投注，倍数19，模拟
18:07:13 回头，下次盈利回头71.08203
18:07:15 20181228-1088期没有可投注的方案
18:08:16 20181228-1089期方案10已投注，倍数19，模拟
18:09:10 回头，下次盈利回头72.10803
18:09:12 20181228-1090期没有可投注的方案
18:10:14 20181228-1091期方案7已投注，倍数19，模拟
18:11:18 回头，下次盈利回头73.13403
18:11:20 20181228-1092期方案4已投注，倍数19，模拟
18:12:15 回头，下次盈利回头74.16003
18:12:17 20181228-1093期没有可投注的方案
18:13:18 20181228-1094期方案6已投注，倍数19，模拟
18:14:14 20181228-1095期方案6已投注，倍数86，模拟
18:15:16 20181228-1096期方案6已投注，倍数324，模拟
18:16:10 回头，下次盈利回头76.95603
18:16:12 20181228-1097期方案2已投注，倍数19，模拟
18:16:12 20181228-1097期方案9已投注，倍数19，模拟
18:17:13 20181228-1098期方案1已投注，倍数19，模拟
18:17:13 20181228-1098期方案2已投注，倍数86，模拟
18:17:13 20181228-1098期方案7已投注，倍数19，模拟
18:18:07 回头，下次盈利回头82.01803
18:18:09 20181228-1099期方案2已投注，倍数19，模拟
18:19:14 回头，下次盈利回头83.04403
18:19:16 20181228-1100期没有可投注的方案
18:20:17 20181228-1101期方案6已投注，倍数19，模拟
18:21:21 回头，下次盈利回头84.07003
18:21:23 20181228-1102期方案3已投注，倍数19，模拟
18:22:13 回头，下次盈利回头85.09603
18:22:15 20181228-1103期没有可投注的方案
18:23:11 20181228-1104期没有可投注的方案
18:24:18 20181228-1105期没有可投注的方案
18:25:14 20181228-1106期方案10已投注，倍数19，模拟
18:26:13 回头，下次盈利回头86.12203
18:26:15 20181228-1107期没有可投注的方案
18:27:12 20181228-1108期方案8已投注，倍数19，模拟
18:28:11 回头，下次盈利回头87.14803
18:28:13 20181228-1109期没有可投注的方案
18:29:09 20181228-1110期没有可投注的方案
18:30:11 20181228-1111期方案4已投注，倍数19，模拟
18:30:11 20181228-1111期方案9已投注，倍数19，模拟
18:31:39 回头，下次盈利回头89.20004
18:31:41 20181228-1112期没有可投注的方案
18:32:10 20181228-1113期没有可投注的方案
18:33:05 请求奖期信息错误, Bad Gateway, 重试1...
18:33:34 20181228-1114期方案5已投注，倍数19，模拟
18:35:12 请求奖期信息错误, Bad Gateway, 重试1...
18:35:46 20181228-1116期方案4已投注，倍数19，模拟
18:35:46 20181228-1116期方案5已投注，倍数19，模拟
18:35:46 20181228-1116期方案9已投注，倍数19，模拟
18:36:09 回头，下次盈利回头89.61803
18:36:11 20181228-1117期方案6已投注，倍数19，模拟
18:36:11 20181228-1117期方案8已投注，倍数19，模拟
18:36:11 20181228-1117期方案10已投注，倍数19，模拟
18:37:10 20181228-1118期方案6已投注，倍数86，模拟
18:37:10 20181228-1118期方案10已投注，倍数86，模拟
18:38:24 回头，下次盈利回头94.61204
18:38:26 20181228-1119期没有可投注的方案
18:39:12 20181228-1120期方案9已投注，倍数19，模拟
18:40:12 回头，下次盈利回头95.63804
18:40:14 20181228-1121期没有可投注的方案
18:41:15 20181228-1122期没有可投注的方案
18:42:11 20181228-1123期没有可投注的方案
18:43:17 20181228-1124期没有可投注的方案
18:44:14 20181228-1125期没有可投注的方案
18:45:16 20181228-1126期没有可投注的方案
18:46:12 20181228-1127期方案5已投注，倍数19，模拟
18:47:12 回头，下次盈利回头96.66404
18:47:14 20181228-1128期方案3已投注，倍数19，模拟
18:48:08 回头，下次盈利回头97.69004
18:48:10 20181228-1129期没有可投注的方案
18:49:11 20181228-1130期方案10已投注，倍数19，模拟
18:50:11 回头，下次盈利回头98.71604
18:50:13 20181228-1131期方案1已投注，倍数19，模拟
18:51:27 回头，下次盈利回头99.74204
18:51:29 20181228-1132期没有可投注的方案
18:52:15 20181228-1133期没有可投注的方案
18:53:11 20181228-1134期方案7已投注，倍数19，模拟
18:53:11 20181228-1134期方案10已投注，倍数19，模拟
18:54:13 20181228-1135期方案7已投注，倍数86，模拟
18:54:13 20181228-1135期方案10已投注，倍数86，模拟
18:55:09 20181228-1136期方案1已投注，倍数19，模拟
18:55:09 20181228-1136期方案7已投注，倍数324，模拟
18:56:14 回头，下次盈利回头101.862
18:56:16 20181228-1137期方案1已投注，倍数19，模拟
18:56:16 20181228-1137期方案9已投注，倍数19，模拟
18:57:18 20181228-1138期方案1已投注，倍数86，模拟
18:57:18 20181228-1138期方案4已投注，倍数19，模拟
18:57:18 20181228-1138期方案5已投注，倍数19，模拟
18:58:14 20181228-1139期方案1已投注，倍数324，模拟
18:58:14 20181228-1139期方案4已投注，倍数86，模拟
18:58:14 20181228-1139期方案5已投注，倍数86，模拟
18:59:15 20181228-1140期方案4已投注，倍数324，模拟
18:59:15 20181228-1140期方案9已投注，倍数19，模拟
18:59:15 20181228-1140期方案10已投注，倍数19，模拟
19:00:09 模拟爆掉，转为实战
19:00:12 20181228-1141期没有可投注的方案
19:01:13 20181228-1142期方案10已投注，倍数30，
19:02:07 回头，下次盈利回头1.63
19:02:09 20181228-1143期方案1已投注，倍数30，
19:02:09 20181228-1143期方案10已投注，倍数30，
19:03:16 20181228-1144期方案1已投注，倍数136，
19:04:12 回头，下次盈利回头6.394
19:04:14 20181228-1145期没有可投注的方案
19:05:10 20181228-1146期方案2已投注，倍数30，
19:05:10 20181228-1146期方案5已投注，倍数30，
19:05:11 20181228-1146期方案8已投注，倍数30，
19:06:15 20181228-1147期方案5已投注，倍数136，
19:07:17 20181228-1148期方案5已投注，倍数512，
19:08:13 20181228-1149期方案5已投注，倍数1845，
19:08:13 20181228-1149期方案7已投注，倍数30，
19:08:13 20181228-1149期方案8已投注，倍数30，
19:08:13 20181228-1149期方案10已投注，倍数30，
19:09:07 回头，下次盈利回头7.564001
19:09:09 20181228-1150期方案8已投注，倍数30，
19:09:09 20181228-1150期方案10已投注，倍数30，
19:10:16 20181228-1151期方案10已投注，倍数136，
19:11:17 20181228-1152期方案5已投注，倍数30，
19:11:17 20181228-1152期方案7已投注，倍数30，
19:11:17 20181228-1152期方案10已投注，倍数512，
19:12:13 20181228-1153期方案5已投注，倍数136，
19:12:13 20181228-1153期方案7已投注，倍数136，
19:12:13 20181228-1153期方案10已投注，倍数1845，
19:13:13 当前盈利20.172，触发盈利转换
19:13:15 20181228-1154期方案1已投注，倍数19，模拟
19:13:15 20181228-1154期方案9已投注，倍数19，模拟
19:14:11 20181228-1155期方案9已投注，倍数86，模拟
19:15:15 回头，下次盈利回头3.02
19:15:17 20181228-1156期方案8已投注，倍数19，模拟
19:16:11 回头，下次盈利回头4.046
19:16:13 20181228-1157期方案6已投注，倍数19，模拟
19:17:13 回头，下次盈利回头5.072001
19:17:15 20181228-1158期方案9已投注，倍数19，模拟
19:18:14 回头，下次盈利回头6.098001
19:18:16 20181228-1159期方案5已投注，倍数19，模拟
19:18:16 20181228-1159期方案8已投注，倍数19，模拟
19:19:10 回头，下次盈利回头8.150001
19:19:12 20181228-1160期没有可投注的方案
19:20:14 20181228-1161期方案10已投注，倍数19，模拟
19:21:23 回头，下次盈利回头9.176001
19:21:25 20181228-1162期方案7已投注，倍数19，模拟
19:22:09 回头，下次盈利回头10.202
19:22:11 20181228-1163期方案2已投注，倍数19，模拟
19:22:11 20181228-1163期方案5已投注，倍数19，模拟
19:23:07 20181228-1164期方案1已投注，倍数19，模拟
19:23:07 20181228-1164期方案5已投注，倍数86，模拟
19:23:07 20181228-1164期方案7已投注，倍数19，模拟
19:24:14 20181228-1165期方案5已投注，倍数324，模拟
19:25:13 回头，下次盈利回头16.076
19:25:15 20181228-1166期没有可投注的方案
19:26:11 20181228-1167期方案6已投注，倍数19，模拟
19:27:16 回头，下次盈利回头17.102
19:27:18 20181228-1168期方案9已投注，倍数19，模拟
19:28:07 回头，下次盈利回头18.128
19:28:09 20181228-1169期方案5已投注，倍数19，模拟
19:29:15 20181228-1170期方案5已投注，倍数86，模拟
19:29:15 20181228-1170期方案8已投注，倍数19，模拟
19:30:11 20181228-1171期方案6已投注，倍数19，模拟
19:30:11 20181228-1171期方案8已投注，倍数86，模拟
19:31:13 20181228-1172期方案6已投注，倍数86，模拟
19:31:13 20181228-1172期方案8已投注，倍数324，模拟
19:32:15 20181228-1173期方案4已投注，倍数19，模拟
19:32:15 20181228-1173期方案6已投注，倍数324，模拟
19:32:15 20181228-1173期方案9已投注，倍数19，模拟
19:33:10 模拟爆掉，转为实战
19:33:12 20181228-1174期方案2已投注，倍数30，
19:34:16 回头，下次盈利回头1.63
19:34:18 20181228-1175期没有可投注的方案
19:35:10 20181228-1176期没有可投注的方案
19:36:18 20181228-1177期方案10已投注，倍数30，
19:37:09 20181228-1178期方案10已投注，倍数136，
19:38:13 回头，下次盈利回头4.774
19:38:15 20181228-1179期没有可投注的方案
19:39:11 20181228-1180期方案5已投注，倍数30，
19:40:10 回头，下次盈利回头6.394
19:40:12 20181228-1181期没有可投注的方案
19:41:14 20181228-1182期没有可投注的方案
19:42:15 20181228-1183期没有可投注的方案
19:43:16 20181228-1184期方案2已投注，倍数30，
19:44:10 回头，下次盈利回头8.014
19:44:12 20181228-1185期没有可投注的方案
19:45:14 20181228-1186期没有可投注的方案
19:46:15 20181228-1187期方案7已投注，倍数30，
19:47:09 当前盈利9.624，触发盈利转换
19:47:11 20181228-1188期方案5已投注，倍数19，模拟
19:47:11 20181228-1188期方案8已投注，倍数19，模拟
19:48:18 20181228-1189期方案2已投注，倍数19，模拟
19:48:18 20181228-1189期方案7已投注，倍数19，模拟
19:48:18 20181228-1189期方案8已投注，倍数86，模拟
19:48:18 20181228-1189期方案9已投注，倍数19，模拟
19:49:07 回头，下次盈利回头6.098001
19:49:09 20181228-1190期方案3已投注，倍数19，模拟
19:49:09 20181228-1190期方案4已投注，倍数19，模拟
19:50:19 回头，下次盈利回头8.150001
19:50:21 20181228-1191期没有可投注的方案
19:51:17 20181228-1192期方案5已投注，倍数19，模拟
19:51:17 20181228-1192期方案7已投注，倍数19，模拟
19:52:11 回头，下次盈利回头10.202
19:52:13 20181228-1193期方案4已投注，倍数19，模拟
19:53:23 回头，下次盈利回头11.228
19:53:25 20181228-1194期没有可投注的方案
19:54:11 20181228-1195期方案3已投注，倍数19，模拟
19:54:11 20181228-1195期方案5已投注，倍数19，模拟
19:55:11 回头，下次盈利回头13.28
19:55:13 20181228-1196期方案6已投注，倍数19，模拟
19:56:07 回头，下次盈利回头14.306
19:56:09 20181228-1197期没有可投注的方案
19:57:16 20181228-1198期没有可投注的方案
19:58:12 20181228-1199期方案8已投注，倍数19，模拟
19:59:13 20181228-1200期方案5已投注，倍数19，模拟
19:59:13 20181228-1200期方案8已投注，倍数86，模拟
20:00:10 20181228-1201期方案7已投注，倍数19，模拟
20:00:10 20181228-1201期方案8已投注，倍数324，模拟
20:00:10 20181228-1201期方案9已投注，倍数19，模拟
20:01:10 模拟爆掉，转为实战
20:01:12 20181228-1202期没有可投注的方案
20:02:14 20181228-1203期方案2已投注，倍数30，
20:03:15 20181228-1204期方案2已投注，倍数136，
20:04:14 回头，下次盈利回头3.154
20:04:16 20181228-1205期方案3已投注，倍数30，
20:05:16 回头，下次盈利回头4.774
20:05:18 20181228-1206期没有可投注的方案
20:06:12 20181228-1207期没有可投注的方案
20:07:17 20181228-1208期方案10已投注，倍数30，
20:08:13 回头，下次盈利回头6.394
20:08:15 20181228-1209期方案1已投注，倍数30，
20:09:12 回头，下次盈利回头8.014
20:09:14 20181228-1210期方案7已投注，倍数30，
20:10:10 当前盈利9.624，触发盈利转换
20:10:12 20181228-1211期没有可投注的方案
20:11:16 20181228-1212期没有可投注的方案
20:12:12 20181228-1213期没有可投注的方案
20:13:12 20181228-1214期方案10已投注，倍数19，模拟
20:14:14 20181228-1215期方案1已投注，倍数19，模拟
20:14:14 20181228-1215期方案7已投注，倍数19，模拟
20:14:14 20181228-1215期方案10已投注，倍数86，模拟
20:15:13 回头，下次盈利回头4.046
20:15:15 20181228-1216期没有可投注的方案
20:16:18 20181228-1217期没有可投注的方案
20:17:19 20181228-1218期没有可投注的方案
20:18:16 20181228-1219期没有可投注的方案
20:19:08 20181228-1220期方案5已投注，倍数19，模拟
20:20:15 20181228-1221期方案5已投注，倍数86，模拟
20:21:26 20181228-1222期方案2已投注，倍数19，模拟
20:21:26 20181228-1222期方案3已投注，倍数19，模拟
20:21:26 20181228-1222期方案5已投注，倍数324，模拟
20:22:11 回头，下次盈利回头5.208002
20:22:13 20181228-1223期方案2已投注，倍数19，模拟
20:23:12 回头，下次盈利回头6.234002
20:23:14 20181228-1224期没有可投注的方案
20:24:10 20181228-1225期方案5已投注，倍数19，模拟
20:24:10 20181228-1225期方案8已投注，倍数19，模拟
20:25:10 回头，下次盈利回头8.286002
20:25:12 20181228-1226期方案7已投注，倍数19，模拟
20:25:12 20181228-1226期方案10已投注，倍数19，模拟
20:26:09 20181228-1227期方案10已投注，倍数86，模拟
20:27:09 回头，下次盈利回头11.296
20:27:11 20181228-1228期方案1已投注，倍数19，模拟
20:28:06 回头，下次盈利回头12.322
20:28:08 20181228-1229期没有可投注的方案
20:29:10 20181228-1230期方案2已投注，倍数19，模拟
20:29:10 20181228-1230期方案6已投注，倍数19，模拟
20:29:10 20181228-1230期方案10已投注，倍数19，模拟
20:30:12 20181228-1231期方案2已投注，倍数86，模拟
20:31:19 20181228-1232期方案2已投注，倍数324，模拟
20:31:19 20181228-1232期方案4已投注，倍数19，模拟
20:32:13 模拟爆掉，转为实战
20:32:15 20181228-1233期没有可投注的方案
20:33:12 20181228-1234期方案2已投注，倍数30，
20:34:16 20181228-1235期方案2已投注，倍数136，
20:34:16 20181228-1235期方案6已投注，倍数30，
20:34:16 20181228-1235期方案9已投注，倍数30，
20:35:15 回头，下次盈利回头0.5740001
20:35:17 20181228-1236期方案8已投注，倍数30，
20:35:17 20181228-1236期方案9已投注，倍数30，
20:36:09 20181228-1237期方案3已投注，倍数30，
20:36:09 20181228-1237期方案8已投注，倍数136，
20:36:09 20181228-1237期方案10已投注，倍数30，
20:37:14 回头，下次盈利回头8.578001
20:37:16 20181228-1238期没有可投注的方案
20:38:13 20181228-1239期方案10已投注，倍数30，
20:39:12 当前盈利10.188，触发盈利转换
20:39:14 20181228-1240期方案1已投注，倍数19，模拟
20:40:15 回头，下次盈利回头1.036
20:40:17 20181228-1241期没有可投注的方案
20:41:14 20181228-1242期没有可投注的方案
20:42:10 20181228-1243期没有可投注的方案
20:43:13 20181228-1244期方案7已投注，倍数19，模拟
20:44:13 回头，下次盈利回头2.062
20:44:15 20181228-1245期没有可投注的方案
20:45:11 20181228-1246期方案9已投注，倍数19，模拟
20:46:11 回头，下次盈利回头3.088001
20:46:13 20181228-1247期没有可投注的方案
20:47:11 20181228-1248期方案8已投注，倍数19，模拟
20:47:11 20181228-1248期方案9已投注，倍数19，模拟
20:48:13 20181228-1249期方案4已投注，倍数19，模拟
20:48:13 20181228-1249期方案8已投注，倍数86，模拟
20:48:13 20181228-1249期方案9已投注，倍数86，模拟
20:49:10 20181228-1250期方案3已投注，倍数19，模拟
20:49:10 20181228-1250期方案8已投注，倍数324，模拟
20:50:09 回头，下次盈利回头9.920003
20:50:11 20181228-1251期没有可投注的方案
20:51:18 20181228-1252期方案3已投注，倍数19，模拟
20:51:18 20181228-1252期方案8已投注，倍数19，模拟
20:51:18 20181228-1252期方案9已投注，倍数19，模拟
20:52:08 20181228-1253期方案3已投注，倍数86，模拟
20:52:08 20181228-1253期方案7已投注，倍数19，模拟
20:52:08 20181228-1253期方案8已投注，倍数86，模拟
20:52:09 20181228-1253期方案9已投注，倍数86，模拟
20:53:13 回头，下次盈利回头16.898
20:53:15 20181228-1254期没有可投注的方案
20:54:17 20181228-1255期没有可投注的方案
20:55:13 20181228-1256期没有可投注的方案
20:56:10 20181228-1257期没有可投注的方案
20:57:12 20181228-1258期没有可投注的方案
20:58:18 20181228-1259期方案5已投注，倍数19，模拟
20:59:10 20181228-1260期方案3已投注，倍数19，模拟
20:59:10 20181228-1260期方案5已投注，倍数86，模拟
20:59:10 20181228-1260期方案10已投注，倍数19，模拟
21:00:14 回头，下次盈利回头17.248
21:00:16 20181228-1261期方案6已投注，倍数19，模拟
21:00:16 20181228-1261期方案10已投注，倍数19，模拟
21:01:18 20181228-1262期方案6已投注，倍数86，模拟
21:02:12 回头，下次盈利回头20.258
21:02:14 20181228-1263期没有可投注的方案
21:03:16 20181228-1264期方案1已投注，倍数19，模拟
21:03:16 20181228-1264期方案4已投注，倍数19，模拟
21:04:10 回头，下次盈利回头22.31
21:04:12 20181228-1265期没有可投注的方案
21:05:13 20181228-1266期方案2已投注，倍数19，模拟
21:05:13 20181228-1266期方案5已投注，倍数19，模拟
21:06:10 20181228-1267期方案5已投注，倍数86，模拟
21:07:11 20181228-1268期方案5已投注，倍数324，模拟
21:08:16 回头，下次盈利回头26.132
21:08:18 20181228-1269期没有可投注的方案
21:09:14 20181228-1270期没有可投注的方案
21:10:16 20181228-1271期方案3已投注，倍数19，模拟
21:11:12 20181228-1272期方案3已投注，倍数86，模拟
21:12:11 回头，下次盈利回头28.116
21:12:13 20181228-1273期方案2已投注，倍数19，模拟
21:13:09 20181228-1274期方案2已投注，倍数86，模拟
21:13:09 20181228-1274期方案7已投注，倍数19，模拟
21:14:16 20181228-1275期方案2已投注，倍数324，模拟
21:14:16 20181228-1275期方案7已投注，倍数86，模拟
21:15:10 模拟爆掉，转为实战
21:15:12 20181228-1276期方案2已投注，倍数30，
21:15:12 20181228-1276期方案8已投注，倍数30，
21:15:12 20181228-1276期方案10已投注，倍数30，
21:16:14 20181228-1277期方案2已投注，倍数136，
21:17:13 回头，下次盈利回头6.394
21:17:15 20181228-1278期没有可投注的方案
21:18:11 20181228-1279期没有可投注的方案
21:19:13 20181228-1280期没有可投注的方案
21:20:14 20181228-1281期没有可投注的方案
21:21:16 20181228-1282期方案4已投注，倍数30，
21:22:10 回头，下次盈利回头8.014
21:22:12 20181228-1283期方案5已投注，倍数30，
21:23:13 当前盈利9.624，触发盈利转换
21:23:15 20181228-1284期没有可投注的方案
